id,date,amount,vendor,description,department,category,is_recurring,created_at
272,2024-09-23,4998.16,Xerox,Software/hardware,Operations,Equipment,False,2025-07-09 11:11:54
273,2024-07-24,8149.76,Glassdoor,Employee benefits,Engineering,Personnel,True,2025-07-09 11:11:54
274,2024-11-08,475.91,Waste Management,Monthly utilities,Operations,Utilities,False,2025-07-09 11:11:54
275,2025-05-04,585.82,Google Ads,Marketing tools subscription,Marketing,Marketing,False,2025-07-09 11:11:54
276,2025-04-05,717.17,Costco Business,Office materials,Marketing,Office Supplies,False,2025-07-09 11:11:54
277,2025-01-25,11411.98,BambooHR,Contractor payment,Operations,Personnel,False,2025-07-09 11:11:54
278,2024-11-04,4659.24,Dell Business,Software/hardware,Marketing,Equipment,False,2025-07-09 11:11:54
279,2024-08-29,11954.25,Workday,Recruitment fees,Engineering,Personnel,False,2025-07-09 11:11:54
280,2025-05-16,1300.93,HP Enterprise,Computer equipment,Executive,Equipment,False,2025-07-09 11:11:54
281,2025-05-06,2022.46,Lyft,Business trip,Sales,Travel,False,2025-07-09 11:11:54
282,2024-08-21,4462.71,Apple Business,Office furniture,Operations,Equipment,False,2025-07-09 11:11:54
283,2025-05-15,1907.34,KPMG,Legal consultation,Sales,Professional Services,False,2025-07-09 11:11:54
284,2025-05-21,7211.11,Smith & Associates,Business consulting,Sales,Professional Services,False,2025-07-09 11:11:54
285,2024-08-06,1899.46,DigitalOcean,Software licenses,Sales,IT Infrastructure,False,2025-07-09 11:11:54
286,2024-08-18,606.72,Hilton,Business trip,Operations,Travel,False,2025-07-09 11:11:54
287,2024-07-15,109.75,Costco Business,Meeting room supplies,Engineering,Office Supplies,False,2025-07-09 11:11:54
288,2024-08-25,315.87,Home Depot,Meeting room supplies,HR,Office Supplies,False,2025-07-09 11:11:54
289,2025-02-03,12838.62,Workday,Employee benefits,Executive,Personnel,True,2025-07-09 11:11:54
290,2024-10-13,1877.88,HP Enterprise,Office furniture,Engineering,Equipment,False,2025-07-09 11:11:54
291,2024-09-26,815.56,Pluralsight,Conference registration,Engineering,Training,False,2025-07-09 11:11:54
292,2024-10-23,34325.94,LinkedIn Recruiter,Contractor payment,Marketing,Personnel,False,2025-07-09 11:11:54
293,2025-05-17,1585.09,LinkedIn Learning,Online course,Sales,Training,False,2025-07-09 11:11:54
294,2025-02-06,763.56,Dell Business,Office furniture,Engineering,Equipment,False,2025-07-09 11:11:54
295,2024-10-18,1532.75,Legal Services Inc,Legal consultation,HR,Professional Services,False,2025-07-09 11:11:54
296,2024-09-19,383.45,Business Services Inc,General business cost,Finance,Other,False,2025-07-09 11:11:54
297,2024-12-15,449.52,IKEA Business,Desk supplies,Finance,Office Supplies,False,2025-07-09 11:11:54
298,2025-03-05,312.22,Waste Management,Phone service,Marketing,Utilities,True,2025-07-09 11:11:54
299,2024-07-28,790.05,Delta Airlines,Conference travel,Executive,Travel,False,2025-07-09 11:11:54
300,2025-01-08,270.69,ConEd,Internet service,HR,Utilities,False,2025-07-09 11:11:54
301,2024-09-28,139.02,Best Buy Business,Desk supplies,Finance,Office Supplies,False,2025-07-09 11:11:54
302,2024-08-23,515.78,Waste Management,Monthly utilities,HR,Utilities,True,2025-07-09 11:11:54
303,2025-04-11,445.6,Business Services Inc,General business cost,Sales,Other,False,2025-07-09 11:11:54
304,2024-11-22,3970.92,McKinsey,Accounting services,Executive,Professional Services,False,2025-07-09 11:11:54
305,2024-12-19,2928.4,Slack,Cloud hosting costs,Finance,IT Infrastructure,False,2025-07-09 11:11:54
306,2024-07-31,2795.49,Cisco Systems,Computer equipment,Sales,Equipment,False,2025-07-09 11:11:54
307,2024-10-31,3653.91,Smith & Associates,Legal consultation,Sales,Professional Services,False,2025-07-09 11:11:54
308,2024-11-12,4479.12,LinkedIn Marketing,Ad campaign,Engineering,Marketing,False,2025-07-09 11:11:54
309,2024-09-18,3142.24,Canva,Ad campaign,Sales,Marketing,False,2025-07-09 11:11:54
310,2025-01-25,723.05,Hilton,Business trip,Executive,Travel,False,2025-07-09 11:11:54
311,2024-10-02,355.17,Office Depot,Office materials,Sales,Office Supplies,False,2025-07-09 11:11:54
312,2024-11-05,307.49,Home Depot,Desk supplies,Marketing,Office Supplies,False,2025-07-09 11:11:54
313,2024-11-17,462.14,Miscellaneous Vendor,Miscellaneous expense,Engineering,Other,False,2025-07-09 11:11:54
314,2025-03-01,345.97,Zoom,Cloud hosting costs,Operations,IT Infrastructure,True,2025-07-09 11:11:54
315,2025-03-31,1166.09,Marriott Hotels,Business trip,Operations,Travel,False,2025-07-09 11:11:54
316,2024-07-25,2325.87,United Airlines,Conference travel,Marketing,Travel,False,2025-07-09 11:11:54
317,2025-01-03,446.09,Home Depot,Meeting room supplies,Executive,Office Supplies,False,2025-07-09 11:11:54
318,2025-01-09,851.7,Comcast Business,Internet service,Executive,Utilities,True,2025-07-09 11:11:54
319,2024-09-06,1280.72,ConEd,Phone service,HR,Utilities,False,2025-07-09 11:11:54
320,2025-05-11,4674.37,Salesforce,Ad campaign,HR,Marketing,False,2025-07-09 11:11:54
321,2024-12-08,3513.97,Cisco Systems,Office furniture,Sales,Equipment,False,2025-07-09 11:11:54
322,2024-12-21,3098.59,HubSpot,Marketing tools subscription,Engineering,Marketing,False,2025-07-09 11:11:54
323,2024-12-10,2324.78,Enterprise Rent-A-Car,Conference travel,Executive,Travel,False,2025-07-09 11:11:54
324,2025-05-08,159.96,Home Depot,Meeting room supplies,Sales,Office Supplies,False,2025-07-09 11:11:54
325,2024-08-28,5580.43,KPMG,Accounting services,Executive,Professional Services,False,2025-07-09 11:11:54
326,2024-10-23,7109.67,Workday,Employee benefits,Operations,Personnel,True,2025-07-09 11:11:54
327,2025-04-29,4995.75,KPMG,Business consulting,Engineering,Professional Services,False,2025-07-09 11:11:54
328,2025-06-10,6353.32,Legal Services Inc,Business consulting,HR,Professional Services,False,2025-07-09 11:11:54
329,2024-09-24,1188.91,Expedia,Client meeting travel,Operations,Travel,False,2025-07-09 11:11:54
330,2025-03-15,3367.66,HP Enterprise,Software/hardware,Marketing,Equipment,False,2025-07-09 11:11:54
331,2025-06-11,166.4,Business Services Inc,Miscellaneous expense,Sales,Other,False,2025-07-09 11:11:54
332,2024-10-11,3955.0,Canva,Content creation,HR,Marketing,False,2025-07-09 11:11:54
333,2025-02-28,350.89,Conference Registration,Conference registration,Executive,Training,False,2025-07-09 11:11:54
334,2024-11-08,668.22,IKEA Business,Meeting room supplies,Engineering,Office Supplies,False,2025-07-09 11:11:54
335,2025-02-15,790.79,AT&T Business,Phone service,Engineering,Utilities,True,2025-07-09 11:11:54
336,2024-11-18,2821.32,Mailchimp,Ad campaign,Operations,Marketing,False,2025-07-09 11:11:54
337,2025-01-16,8692.0,Apple Business,Software/hardware,HR,Equipment,False,2025-07-09 11:11:54
338,2025-02-24,2052.51,Legal Services Inc,Business consulting,Executive,Professional Services,False,2025-07-09 11:11:54
339,2024-11-01,1375.28,Verizon Business,Internet service,HR,Utilities,True,2025-07-09 11:11:54
340,2025-01-21,776.48,Airbnb,Client meeting travel,Marketing,Travel,False,2025-07-09 11:11:54
341,2024-10-08,4168.12,Canon Business,Computer equipment,Operations,Equipment,False,2025-07-09 11:11:54
342,2025-07-07,1184.09,AWS Training,Online course,Executive,Training,False,2025-07-09 11:11:54
343,2024-12-08,1044.35,Atlassian,Software licenses,Sales,IT Infrastructure,True,2025-07-09 11:11:54
344,2025-07-08,614.66,Hootsuite,Ad campaign,Operations,Marketing,False,2025-07-09 11:11:54
345,2024-08-26,2431.23,JetBrains,API usage fees,Operations,IT Infrastructure,False,2025-07-09 11:11:54
346,2024-10-31,4635.67,PwC,Business consulting,Sales,Professional Services,False,2025-07-09 11:11:54
347,2024-08-01,3952.87,Facebook Ads,Content creation,Finance,Marketing,False,2025-07-09 11:11:54
348,2025-02-18,6817.17,Smith & Associates,Accounting services,HR,Professional Services,False,2025-07-09 11:11:54
349,2024-07-16,7038.56,Deloitte Consulting,Accounting services,Finance,Professional Services,False,2025-07-09 11:11:54
350,2025-06-08,2680.2,DigitalOcean,API usage fees,Engineering,IT Infrastructure,False,2025-07-09 11:11:54
351,2025-01-07,14475.85,BambooHR,Employee benefits,Operations,Personnel,False,2025-07-09 11:11:54
352,2025-04-14,2589.36,Apple Business,Computer equipment,Finance,Equipment,False,2025-07-09 11:11:54
353,2024-07-21,615.38,Home Depot,Office materials,Executive,Office Supplies,False,2025-07-09 11:11:54
354,2024-10-25,1475.66,Verizon Business,Phone service,Marketing,Utilities,True,2025-07-09 11:11:54
355,2024-11-07,4284.42,Indeed Hiring,Recruitment fees,Executive,Personnel,False,2025-07-09 11:11:54
356,2025-06-28,11032.67,ADP Payroll,Recruitment fees,Operations,Personnel,False,2025-07-09 11:11:54
357,2025-03-27,2556.63,Wilson Law Firm,Business consulting,Operations,Professional Services,False,2025-07-09 11:11:54
358,2025-03-27,1143.11,Enterprise Rent-A-Car,Conference travel,Engineering,Travel,False,2025-07-09 11:11:54
359,2024-10-13,561.32,Pacific Gas & Electric,Phone service,Finance,Utilities,True,2025-07-09 11:11:54
360,2025-03-12,952.01,AT&T Business,Monthly utilities,Executive,Utilities,False,2025-07-09 11:11:54
361,2025-04-05,1707.1,Enterprise Rent-A-Car,Business trip,Executive,Travel,False,2025-07-09 11:11:54
362,2024-12-03,1803.89,Miscellaneous Vendor,General business cost,Engineering,Other,False,2025-07-09 11:11:54
363,2025-04-08,2013.23,Uber,Business trip,HR,Travel,False,2025-07-09 11:11:54
364,2025-03-25,4067.71,Hilton,Business trip,Operations,Travel,False,2025-07-09 11:11:54
365,2024-08-21,304.05,Costco Business,Meeting room supplies,Finance,Office Supplies,False,2025-07-09 11:11:54
366,2024-12-26,179.91,Costco Business,Meeting room supplies,HR,Office Supplies,False,2025-07-09 11:11:54
367,2025-03-19,2683.45,Legal Services Inc,Legal consultation,Executive,Professional Services,False,2025-07-09 11:11:54
368,2024-09-14,195.8,Home Depot,Desk supplies,Engineering,Office Supplies,False,2025-07-09 11:11:54
369,2024-07-20,504.04,Amazon Business,Meeting room supplies,Engineering,Office Supplies,False,2025-07-09 11:11:54
370,2025-04-01,2608.29,DigitalOcean,Software licenses,Sales,IT Infrastructure,False,2025-07-09 11:11:54
371,2025-02-09,690.94,Staples,Desk supplies,Finance,Office Supplies,False,2025-07-09 11:11:54
372,2025-04-06,2024.73,Uber,Business trip,Marketing,Travel,False,2025-07-09 11:11:54
373,2025-06-27,319.72,AT&T Business,Internet service,Operations,Utilities,False,2025-07-09 11:11:54
374,2025-06-06,559.94,Miscellaneous Vendor,Miscellaneous expense,Marketing,Other,False,2025-07-09 11:11:54
375,2025-06-25,515.59,Waste Management,Monthly utilities,Marketing,Utilities,True,2025-07-09 11:11:54
376,2025-07-02,1314.91,JetBrains,Software licenses,Executive,IT Infrastructure,False,2025-07-09 11:11:54
377,2025-04-06,1198.79,Deloitte Consulting,Business consulting,Engineering,Professional Services,False,2025-07-09 11:11:54
378,2025-03-07,2941.41,Google Cloud,API usage fees,Finance,IT Infrastructure,True,2025-07-09 11:11:54
379,2024-10-15,518.32,Cisco Systems,Computer equipment,Finance,Equipment,False,2025-07-09 11:11:54
380,2024-12-25,5067.17,Wilson Law Firm,Business consulting,HR,Professional Services,False,2025-07-09 11:11:54
381,2025-06-03,625.31,General Supplies Co,Miscellaneous expense,HR,Other,False,2025-07-09 11:11:54
382,2025-03-31,1608.64,Slack,Cloud hosting costs,Finance,IT Infrastructure,False,2025-07-09 11:11:54
383,2025-05-04,671.27,Pluralsight,Professional certification,Sales,Training,False,2025-07-09 11:11:54
384,2024-08-18,137.76,Amazon Business,Meeting room supplies,Finance,Office Supplies,False,2025-07-09 11:11:54
385,2025-04-01,327.6,Business Services Inc,Miscellaneous expense,Executive,Other,False,2025-07-09 11:11:54
386,2024-11-29,5361.96,Wilson Law Firm,Legal consultation,Sales,Professional Services,False,2025-07-09 11:11:54
387,2024-12-20,2125.12,Heroku,Software licenses,Operations,IT Infrastructure,False,2025-07-09 11:11:54
388,2025-04-19,3138.43,ADP Payroll,Recruitment fees,Marketing,Personnel,True,2025-07-09 11:11:54
389,2025-02-11,2998.67,Google Cloud,Software licenses,Operations,IT Infrastructure,False,2025-07-09 11:11:54
390,2024-08-03,836.85,Verizon Business,Phone service,Executive,Utilities,True,2025-07-09 11:11:54
391,2024-09-15,1164.21,Udemy Business,Online course,HR,Training,False,2025-07-09 11:11:54
392,2025-01-10,20679.14,Indeed Hiring,Employee benefits,Operations,Personnel,False,2025-07-09 11:11:54
393,2025-05-31,523.84,Pacific Gas & Electric,Internet service,Sales,Utilities,False,2025-07-09 11:11:54
394,2025-05-03,2447.2,Canva,Ad campaign,Engineering,Marketing,False,2025-07-09 11:11:54
395,2025-04-12,7389.84,EY,Accounting services,Marketing,Professional Services,False,2025-07-09 11:11:54
396,2025-01-22,4266.77,NetGear,Computer equipment,Engineering,Equipment,False,2025-07-09 11:11:54
397,2024-09-02,3864.4,Mailchimp,Ad campaign,Engineering,Marketing,False,2025-07-09 11:11:54
398,2024-11-15,1087.99,Salesforce,Content creation,Marketing,Marketing,False,2025-07-09 11:11:54
399,2024-10-02,649.16,IKEA Business,Office materials,Finance,Office Supplies,False,2025-07-09 11:11:54
400,2025-04-10,259.85,General Supplies Co,Miscellaneous expense,Engineering,Other,False,2025-07-09 11:11:54
401,2024-09-09,1150.0,ConEd,Internet service,Engineering,Utilities,False,2025-07-09 11:11:54
402,2025-02-01,663.07,Miscellaneous Vendor,Miscellaneous expense,Sales,Other,False,2025-07-09 11:11:54
403,2024-12-02,792.4,Home Depot,Desk supplies,HR,Office Supplies,False,2025-07-09 11:11:54
404,2024-09-29,7670.09,McKinsey,Business consulting,Sales,Professional Services,False,2025-07-09 11:11:54
405,2024-09-04,10303.28,LinkedIn Recruiter,Employee benefits,Sales,Personnel,False,2025-07-09 11:11:54
406,2025-05-15,1330.78,Pluralsight,Online course,Marketing,Training,False,2025-07-09 11:11:54
407,2024-11-22,4554.48,NetGear,Computer equipment,HR,Equipment,False,2025-07-09 11:11:54
408,2025-01-06,845.17,Zoom,Software licenses,Sales,IT Infrastructure,False,2025-07-09 11:11:54
409,2025-04-14,12472.52,Gusto,Contractor payment,Operations,Personnel,True,2025-07-09 11:11:54
410,2025-06-03,24143.79,KPMG,Business consulting,HR,Professional Services,False,2025-07-09 11:11:54
411,2024-08-26,670.38,Miscellaneous Vendor,General business cost,Engineering,Other,False,2025-07-09 11:11:54
412,2025-01-11,1599.74,Uber,Conference travel,Engineering,Travel,False,2025-07-09 11:11:54
413,2025-04-13,1299.36,AT&T Business,Monthly utilities,Finance,Utilities,False,2025-07-09 11:11:54
414,2025-02-11,1122.6,Marriott Hotels,Conference travel,Engineering,Travel,False,2025-07-09 11:11:54
415,2025-03-21,599.39,Costco Business,Office materials,Finance,Office Supplies,False,2025-07-09 11:11:54
416,2025-07-05,1115.31,DigitalOcean,API usage fees,Marketing,IT Infrastructure,True,2025-07-09 11:11:54
417,2025-07-05,1818.41,Coursera Business,Conference registration,Sales,Training,False,2025-07-09 11:11:54
418,2025-01-06,2492.77,Docker,Software licenses,HR,IT Infrastructure,False,2025-07-09 11:11:54
419,2025-01-20,2768.53,McKinsey,Business consulting,HR,Professional Services,False,2025-07-09 11:11:54
420,2025-05-18,411.68,United Airlines,Business trip,Operations,Travel,False,2025-07-09 11:11:54
421,2025-06-10,3731.85,Gusto,Contractor payment,Marketing,Personnel,False,2025-07-09 11:11:54
422,2024-09-07,2550.65,NetGear,Computer equipment,Sales,Equipment,False,2025-07-09 11:11:54
423,2024-12-14,74.56,IKEA Business,Meeting room supplies,Executive,Office Supplies,False,2025-07-09 11:11:54
424,2024-09-11,3572.35,NetGear,Office furniture,Marketing,Equipment,False,2025-07-09 11:11:54
425,2024-08-25,1337.82,Airbnb,Client meeting travel,HR,Travel,False,2025-07-09 11:11:54
426,2025-04-23,869.14,General Supplies Co,General business cost,Marketing,Other,False,2025-07-09 11:11:54
427,2024-11-05,3103.9,Apple Business,Office furniture,HR,Equipment,False,2025-07-09 11:11:54
428,2024-07-21,1367.34,Apple Business,Computer equipment,HR,Equipment,False,2025-07-09 11:11:54
429,2025-05-26,690.15,Staples,Meeting room supplies,HR,Office Supplies,False,2025-07-09 11:11:54
430,2024-09-09,2265.89,LinkedIn Marketing,Ad campaign,Engineering,Marketing,False,2025-07-09 11:11:54
431,2025-04-03,2305.04,Google Cloud,Cloud hosting costs,Executive,IT Infrastructure,False,2025-07-09 11:11:54
432,2024-10-18,1252.1,LinkedIn Learning,Online course,Finance,Training,False,2025-07-09 11:11:54
433,2025-03-25,444.67,Pacific Gas & Electric,Monthly utilities,HR,Utilities,False,2025-07-09 11:11:54
434,2025-04-06,3847.29,Hootsuite,Marketing tools subscription,Engineering,Marketing,False,2025-07-09 11:11:54
435,2024-11-02,14410.65,ADP Payroll,Contractor payment,Executive,Personnel,False,2025-07-09 11:11:54
436,2024-10-04,970.9,Miscellaneous Vendor,Miscellaneous expense,Marketing,Other,False,2025-07-09 11:11:54
437,2025-04-01,3119.23,LinkedIn Recruiter,Employee benefits,Operations,Personnel,False,2025-07-09 11:11:54
438,2025-05-18,3421.48,Paychex,Contractor payment,Operations,Personnel,True,2025-07-09 11:11:54
439,2024-12-31,1334.31,Waste Management,Internet service,Finance,Utilities,True,2025-07-09 11:11:54
440,2025-02-25,962.57,Pluralsight,Professional certification,Engineering,Training,False,2025-07-09 11:11:54
441,2025-05-15,1382.15,Heroku,Software licenses,Finance,IT Infrastructure,True,2025-07-09 11:11:54
442,2025-06-17,3869.69,BambooHR,Contractor payment,Executive,Personnel,True,2025-07-09 11:11:54
443,2025-03-09,1020.64,NetGear,Software/hardware,Marketing,Equipment,False,2025-07-09 11:11:54
444,2025-01-21,890.24,General Supplies Co,Miscellaneous expense,Operations,Other,False,2025-07-09 11:11:54
445,2025-02-26,573.27,Adobe Creative,Content creation,Sales,Marketing,False,2025-07-09 11:11:54
446,2024-09-01,8400.23,Indeed Hiring,Contractor payment,Finance,Personnel,False,2025-07-09 11:11:54
447,2025-06-16,2096.19,Enterprise Rent-A-Car,Conference travel,Sales,Travel,False,2025-07-09 11:11:54
448,2025-03-08,726.52,General Supplies Co,Miscellaneous expense,Marketing,Other,False,2025-07-09 11:11:54
449,2025-01-20,1124.95,Comcast Business,Monthly utilities,Operations,Utilities,True,2025-07-09 11:11:54
450,2024-11-21,993.96,General Supplies Co,Miscellaneous expense,Operations,Other,False,2025-07-09 11:11:54
451,2025-07-07,7610.12,Microsoft Azure,API usage fees,Sales,IT Infrastructure,False,2025-07-09 11:11:54
452,2025-04-22,468.68,United Airlines,Client meeting travel,Executive,Travel,False,2025-07-09 11:11:54
453,2024-08-22,233.91,Office Depot,Desk supplies,Operations,Office Supplies,False,2025-07-09 11:11:54
454,2024-10-11,544.38,Amazon Business,Desk supplies,Executive,Office Supplies,False,2025-07-09 11:11:54
455,2024-09-03,639.41,Staples,Desk supplies,HR,Office Supplies,False,2025-07-09 11:11:54
456,2025-04-26,2815.94,Slack,Software licenses,Executive,IT Infrastructure,False,2025-07-09 11:11:54
457,2024-10-07,4975.61,EY,Legal consultation,Engineering,Professional Services,False,2025-07-09 11:11:54
458,2025-06-25,426.53,Home Depot,Desk supplies,Marketing,Office Supplies,False,2025-07-09 11:11:54
459,2025-03-19,3431.79,Xerox,Software/hardware,HR,Equipment,False,2025-07-09 11:11:54
460,2025-06-22,6055.63,McKinsey,Accounting services,Engineering,Professional Services,False,2025-07-09 11:11:54
461,2024-10-22,1405.67,Enterprise Rent-A-Car,Business trip,Operations,Travel,False,2025-07-09 11:11:54
462,2025-01-08,2135.21,Enterprise Rent-A-Car,Client meeting travel,Finance,Travel,False,2025-07-09 11:11:54
463,2024-10-18,13748.08,Indeed Hiring,Employee benefits,HR,Personnel,False,2025-07-09 11:11:54
464,2024-11-01,3425.76,Deloitte Consulting,Legal consultation,Finance,Professional Services,False,2025-07-09 11:11:54
465,2024-09-03,4196.46,LinkedIn Marketing,Marketing tools subscription,Sales,Marketing,False,2025-07-09 11:11:54
466,2024-10-08,5166.62,Gusto,Employee benefits,Finance,Personnel,False,2025-07-09 11:11:54
467,2025-02-15,206.9,Best Buy Business,Desk supplies,Finance,Office Supplies,False,2025-07-09 11:11:54
468,2025-04-25,2372.98,JetBrains,Cloud hosting costs,Executive,IT Infrastructure,False,2025-07-09 11:11:54
469,2025-05-21,2874.8,ConEd,Phone service,Sales,Utilities,True,2025-07-09 11:11:54
470,2024-09-01,11233.91,Indeed Hiring,Recruitment fees,Executive,Personnel,False,2025-07-09 11:11:54
471,2025-05-17,1421.39,NetGear,Computer equipment,Operations,Equipment,False,2025-07-09 11:11:54
472,2024-07-22,14838.88,LinkedIn Marketing,Content creation,Finance,Marketing,False,2025-07-09 11:11:54
473,2025-02-14,402.65,Costco Business,Meeting room supplies,Finance,Office Supplies,False,2025-07-09 11:11:54
474,2024-09-10,7940.12,McKinsey,Legal consultation,Finance,Professional Services,False,2025-07-09 11:11:54
475,2025-05-01,2414.25,Uber,Business trip,HR,Travel,False,2025-07-09 11:11:54
476,2025-03-23,94.4,Best Buy Business,Desk supplies,Engineering,Office Supplies,False,2025-07-09 11:11:54
477,2024-07-21,1042.81,Slack,Software licenses,Marketing,IT Infrastructure,True,2025-07-09 11:11:54
478,2024-10-15,494.2,Slack,Software licenses,Engineering,IT Infrastructure,False,2025-07-09 11:11:54
479,2024-08-21,4971.09,Workday,Employee benefits,Marketing,Personnel,False,2025-07-09 11:11:54
480,2024-12-17,612.37,Costco Business,Desk supplies,Operations,Office Supplies,False,2025-07-09 11:11:54
481,2024-09-03,6452.94,McKinsey,Accounting services,Engineering,Professional Services,False,2025-07-09 11:11:54
482,2024-08-11,2033.08,Canva,Marketing tools subscription,Sales,Marketing,False,2025-07-09 11:11:54
483,2025-05-27,121.74,General Supplies Co,Miscellaneous expense,HR,Other,False,2025-07-09 11:11:54
484,2025-06-10,135.64,Home Depot,Office materials,Operations,Office Supplies,False,2025-07-09 11:11:54
485,2024-07-24,1094.77,Hootsuite,Content creation,Sales,Marketing,False,2025-07-09 11:11:54
486,2024-12-25,4791.19,HP Enterprise,Software/hardware,Executive,Equipment,False,2025-07-09 11:11:54
487,2024-07-20,247.91,IKEA Business,Meeting room supplies,Executive,Office Supplies,False,2025-07-09 11:11:54
488,2024-11-12,486.62,O'Reilly Media,Online course,HR,Training,False,2025-07-09 11:11:54
489,2025-01-01,778.94,Cisco Systems,Computer equipment,Finance,Equipment,False,2025-07-09 11:11:54
490,2024-08-22,1303.9,Zoom,API usage fees,Finance,IT Infrastructure,True,2025-07-09 11:11:54
491,2024-11-08,1322.56,Waste Management,Internet service,Marketing,Utilities,False,2025-07-09 11:11:54
492,2025-03-28,4292.23,Canon Business,Software/hardware,HR,Equipment,False,2025-07-09 11:11:54
493,2024-12-29,296.17,Office Depot,Meeting room supplies,HR,Office Supplies,False,2025-07-09 11:11:54
494,2025-01-29,1121.24,HubSpot,Marketing tools subscription,Marketing,Marketing,False,2025-07-09 11:11:54
495,2025-05-07,4549.47,Legal Services Inc,Legal consultation,Marketing,Professional Services,False,2025-07-09 11:11:54
496,2025-02-17,14604.23,Glassdoor,Contractor payment,HR,Personnel,False,2025-07-09 11:11:54
497,2025-03-22,2623.56,Microsoft Azure,Software licenses,Sales,IT Infrastructure,True,2025-07-09 11:11:54
498,2024-07-20,1739.37,Canon Business,Office furniture,Engineering,Equipment,False,2025-07-09 11:11:54
499,2024-09-07,2091.54,Airbnb,Conference travel,Marketing,Travel,False,2025-07-09 11:11:54
500,2025-04-03,798.37,IKEA Business,Office materials,Sales,Office Supplies,False,2025-07-09 11:11:54
501,2024-09-29,2202.78,Uber,Client meeting travel,HR,Travel,False,2025-07-09 11:11:54
502,2024-10-14,1010.23,KPMG,Accounting services,HR,Professional Services,False,2025-07-09 11:11:54
503,2025-04-22,1788.88,Conference Registration,Professional certification,Executive,Training,False,2025-07-09 11:11:54
504,2024-12-18,1729.43,Udemy Business,Conference registration,Operations,Training,False,2025-07-09 11:11:54
505,2024-10-20,907.94,Pacific Gas & Electric,Phone service,Engineering,Utilities,False,2025-07-09 11:11:54
506,2024-10-27,7818.48,ADP Payroll,Recruitment fees,HR,Personnel,False,2025-07-09 11:11:54
507,2025-04-24,1745.47,Hilton,Business trip,Sales,Travel,False,2025-07-09 11:11:54
508,2025-01-09,565.84,AT&T Business,Internet service,Marketing,Utilities,False,2025-07-09 11:11:54
509,2025-01-15,624.49,AWS Training,Conference registration,Operations,Training,False,2025-07-09 11:11:54
510,2024-12-22,759.1,General Supplies Co,Miscellaneous expense,Marketing,Other,False,2025-07-09 11:11:54
511,2025-03-29,2298.15,Hilton,Business trip,Operations,Travel,False,2025-07-09 11:11:54
512,2025-05-16,265.41,Costco Business,Office materials,Sales,Office Supplies,False,2025-07-09 11:11:54
513,2024-09-22,7862.92,Deloitte Consulting,Legal consultation,Sales,Professional Services,False,2025-07-09 11:11:54
514,2025-06-21,1959.79,Xerox,Software/hardware,Marketing,Equipment,False,2025-07-09 11:11:54
515,2025-05-17,344.29,ConEd,Internet service,Sales,Utilities,False,2025-07-09 11:11:54
516,2024-10-19,710.94,Pacific Gas & Electric,Internet service,HR,Utilities,False,2025-07-09 11:11:54
517,2025-04-10,5093.56,Microsoft Azure,Cloud hosting costs,HR,IT Infrastructure,False,2025-07-09 11:11:54
518,2024-08-04,592.45,Pluralsight,Professional certification,Executive,Training,False,2025-07-09 11:11:54
519,2024-09-06,753.21,Hootsuite,Marketing tools subscription,HR,Marketing,False,2025-07-09 11:11:54
520,2024-12-27,4158.49,Hootsuite,Ad campaign,Marketing,Marketing,False,2025-07-09 11:11:54
521,2024-09-16,10081.89,Gusto,Contractor payment,Sales,Personnel,False,2025-07-09 11:11:54
522,2025-06-02,994.47,Miscellaneous Vendor,Miscellaneous expense,Executive,Other,False,2025-07-09 11:11:54
523,2024-08-30,652.83,ConEd,Monthly utilities,Marketing,Utilities,False,2025-07-09 11:11:54
524,2024-12-14,1468.76,Zoom,Cloud hosting costs,Operations,IT Infrastructure,True,2025-07-09 11:11:54
525,2024-10-09,917.94,Pacific Gas & Electric,Monthly utilities,Marketing,Utilities,False,2025-07-09 11:11:54
526,2024-08-22,1950.92,GitHub,Software licenses,Executive,IT Infrastructure,False,2025-07-09 11:11:54
527,2024-12-16,1194.24,Udemy Business,Online course,Finance,Training,False,2025-07-09 11:11:54
528,2025-02-03,259.05,Docker,API usage fees,Operations,IT Infrastructure,False,2025-07-09 11:11:54
529,2025-03-10,1120.49,Udemy Business,Professional certification,Executive,Training,False,2025-07-09 11:11:54
530,2025-06-22,993.24,HP Enterprise,Computer equipment,Engineering,Equipment,False,2025-07-09 11:11:54
531,2025-05-23,254.24,Zoom,Software licenses,Operations,IT Infrastructure,False,2025-07-09 11:11:54
532,2024-09-14,10840.45,Indeed Hiring,Recruitment fees,Sales,Personnel,False,2025-07-09 11:11:54
533,2024-08-14,1674.5,Zoom,Software licenses,HR,IT Infrastructure,True,2025-07-09 11:11:54
534,2024-07-30,1550.85,Google Ads,Marketing tools subscription,Sales,Marketing,False,2025-07-09 11:11:54
535,2025-03-05,4441.31,Dell Business,Software/hardware,Executive,Equipment,False,2025-07-09 11:11:54
536,2025-01-01,3042.35,HubSpot,Content creation,Operations,Marketing,False,2025-07-09 11:11:54
537,2025-03-27,467.28,Business Services Inc,Miscellaneous expense,Executive,Other,False,2025-07-09 11:11:54
538,2025-01-04,930.36,Miscellaneous Vendor,General business cost,Executive,Other,False,2025-07-09 11:11:54
539,2025-05-19,1376.71,Enterprise Rent-A-Car,Conference travel,Executive,Travel,False,2025-07-09 11:11:54
